"","x"
"40344",2
"40345",2
"40346",2
"40347",2
"40348",2
"40349",2
"40350",2
"40351",2
"40352",2
"40353",2
"40354",2
"40355",2
"40356",2
"40357",2
"40358",2
"40359",2
"40360",2
"40361",2
"40362",2
"40363",2
"40364",2
"40365",2
"40366",2
"40367",2
"40368",2
"40369",2
"40370",2
"40371",2
"40372",2
"40373",2
"40374",2
"40375",2
"40376",2
"40377",2
"40378",2
"40379",2
"40380",2
"40381",2
"40382",2
"40383",2
"40384",3
"40385",3
"40386",3
"40387",3
"40388",3
"40389",3
"40390",3
"40391",3
"40392",3
"40393",3
"40394",3
"40395",3
"40396",3
"40397",3
"40398",3
"40399",3
"40400",3
"40401",3
"40402",3
"40403",3
"40404",3
"40405",3
"40406",3
"40407",3
"40408",3
"40409",3
"40410",3
"40411",3
"40412",3
"40413",3
"40414",3
"40415",3
"40416",4
"40417",4
"40418",4
"40419",4
"40420",4
"40421",4
"40422",4
"40423",4
"40424",4
"40425",4
"40426",4
"40427",4
"40428",4
"40429",4
"40430",4
"40431",4
"40432",4
"40433",4
"40434",4
"40435",4
"40436",4
"40437",4
"40438",4
"40439",4
"40440",4
"40441",4
"40442",4
"40443",4
"40444",4
"40445",4
"40446",5
"40447",5
"40448",5
"40449",5
"40450",5
"40451",5
"40452",5
"40453",5
"40454",5
"40455",5
"40456",5
"40457",5
"40458",5
"40459",5
"40460",5
"40461",5
"40462",5
"40463",5
"40464",5
"40465",5
"40466",5
"40467",5
"40468",5
"40469",5
"40470",6
"40471",6
"40472",6
"40473",6
"40474",6
"40475",6
"40476",6
"40477",6
"40478",6
"40479",6
"40480",6
"40481",6
"40482",6
"40483",6
"40484",6
"40485",6
"40486",6
"40487",6
"40488",6
"40489",6
"40490",6
"40491",7
"40492",7
"40493",7
"40494",7
"40495",7
"40496",7
"40497",7
"40498",7
"40499",7
"40500",7
"40501",7
"40502",7
"40503",7
"40504",7
"40505",7
"40506",7
"40507",7
"40508",7
"40509",7
"40510",7
"40511",7
"40512",7
"40513",7
"40514",7
"40515",7
"40516",8
"40517",8
"40518",8
"40519",8
"40520",8
"40521",8
"40522",8
"40523",8
"40524",8
"40525",8
"40526",8
"40527",8
"40528",8
"40529",8
"40530",8
"40531",8
"40532",8
"40533",8
"40534",8
"40535",8
"40536",8
"40537",8
"40538",9
"40539",9
"40540",9
"40541",9
"40542",9
"40543",9
"40544",9
"40545",9
"40546",9
"40547",9
"40548",9
"40549",9
"40550",9
"40551",9
"40552",9
"40553",9
"40554",9
"40555",9
"40556",9
"40557",10
"40558",10
"40559",10
"40560",10
"40561",10
"40562",10
"40563",10
"40564",10
"40565",10
"40566",10
"40567",10
"40568",10
"40569",10
"40570",10
"40571",11
"40572",11
"40573",11
"40574",11
"40575",11
"40576",11
"40577",11
"40578",11
"40579",11
"40580",11
"40581",11
"40582",11
"40583",11
"40584",12
"40585",12
"40586",12
"40587",12
"40588",12
"40589",12
"40590",12
"40591",12
"40592",12
"40593",12
"40594",12
"40595",12
"40596",12
"40597",12
"40598",13
"40599",13
"40600",13
"40601",13
"40602",13
"40603",13
"40604",14
"40605",14
"40606",14
"40607",14
"40608",14
"40609",14
"40610",14
"40611",14
"40612",14
"40613",15
"40614",15
"40615",15
"40616",15
"40617",15
"40618",15
"40619",15
"40620",15
"40621",15
"40622",15
"40623",15
"40624",15
"40625",15
"40626",15
"40627",16
"40628",16
"40629",16
"40630",16
"40631",16
"40632",16
"40633",16
"40634",16
"40635",16
"40636",17
"40637",17
"40638",17
"40639",17
"40640",17
"40641",18
"40642",18
"40643",18
"40644",18
"40645",18
"40646",18
"40647",19
"40648",19
"40649",19
"40650",19
"40651",19
"40652",19
"40653",19
"40654",20
"40655",20
"40656",20
"40657",20
"40658",20
"40659",20
"40660",20
"40661",20
"40662",21
"40663",21
"40664",21
"40665",21
"40666",21
"40667",21
"40668",21
"40669",21
"40670",21
"40671",21
"40672",22
"40673",22
"40674",22
"40675",22
"40676",22
"40677",23
"40678",23
"40679",23
"40680",23
"40681",23
"40682",23
"40683",23
"40684",23
"40685",23
"40686",23
"40687",24
"40688",24
"40689",24
"40690",24
"40691",24
"40692",25
"40693",25
"40694",25
"40695",25
"40696",25
"40697",25
"40698",25
"40699",25
"40700",26
"40701",26
"40702",27
"40703",27
"40704",27
"40705",27
"40706",27
"40707",27
"40708",27
"40709",27
"40710",27
"40711",28
"40712",28
"40713",28
"40714",28
"40715",28
"40716",28
"40717",28
"40718",28
"40719",28
"40720",28
"40721",28
"40722",29
"40723",29
"40724",29
"40725",29
"40726",29
"40727",29
"40728",31
"40729",30
"40730",30
"40731",31
"40732",30
"40733",31
"40734",30
"40735",31
"40736",31
"40737",31
"40738",30
"40739",30
"40740",30
"40741",31
"40742",32
"40743",32
"40744",32
"40745",32
"40746",33
"40747",33
"40748",33
"40749",33
"40750",33
"40751",33
"40752",34
"40753",34
"40754",34
"40755",34
"40756",34
"40757",34
"40758",35
"40759",36
"40760",35
"40761",36
"40762",35
"40763",36
"40764",35
"40765",36
"40766",35
"40767",36
"40768",37
"40769",37
"40770",39
"40771",38
"40772",39
"40773",39
"40774",40
"40775",40
"40776",40
"40777",40
"40778",42
"40779",41
"40780",41
"40781",41
"40782",41
"40783",42
"40784",41
"40785",41
"40786",42
"40787",44
"40788",43
"40789",43
"40790",45
"40791",47
"40792",46
"40793",46
"40794",46
"40795",46
"40796",47
"40797",48
"40798",49
"40799",49
"40800",50
"40801",50
"40802",50
"40803",53
"40804",53
"40805",53
"40806",53
"40807",53
"40808",53
"40809",53
"40810",52
"40811",52
"40812",54
"40813",54
"40814",54
"40815",54
"40816",55
"40817",55
"40818",56
"40819",57
"40820",57
"40821",56
"40822",58
"40823",58
"40824",57
"40825",56
"40826",60
"40827",60
"40828",59
"40829",60
"40830",59
"40831",59
"40832",61
"40833",61
"40834",61
"40835",61
"40836",62
"40837",63
"40838",63
"40839",63
"40840",62
"40841",65
"40842",64
"40843",65
"40844",64
"40845",65
"40846",68
"40847",66
"40848",66
"40849",66
"40850",68
"40851",66
"40852",67
"40853",67
"40854",67
"40855",70
"40856",71
"40857",70
"40858",70
"40859",69
"40860",70
"40861",71
"40862",72
"40863",72
"40864",72
"40865",74
"40866",74
"40867",72
"40868",77
"40869",75
"40870",75
"40871",77
"40872",75
"40873",76
"40874",76
"40875",80
"40876",78
"40877",84
"40878",83
"40879",83
"40880",81
"40881",84
"40882",82
"40883",87
"40884",86
"40885",87
"40886",86
"40887",85
"40888",86
"40889",86
"40890",91
"40891",91
"40892",89
"40893",91
"40894",91
"40895",88
"40896",95
"40897",93
"40898",96
"40899",97
"40900",99
"40901",96
"40902",97
"40903",99
"40904",98
"40905",96
"40906",97
"40907",98
"40908",102
"40909",101
"40910",100
"40911",104
"40912",102
"40913",100
"40914",107
"40915",107
"40916",108
"40917",110
"40918",111
"40919",110
"40920",110
"40921",118
"40922",116
"40923",119
"40924",116
"40925",118
"40926",119
"40927",120
"40928",122
"40929",120
"40930",121
"40931",121
"40932",122
"40933",120
"40934",123
"40935",128
"40936",129
"40937",126
"40938",130
"40939",127
"40940",127
"40941",132
"40942",134
"40943",133
"40944",132
"40945",135
"40946",132
"40947",135
"40948",141
"40949",141
"40950",137
"40951",137
"40952",138
"40953",143
"40954",145
"40955",149
"40956",146
"40957",149
"40958",151
"40959",153
"40960",152
"40961",156
"40962",152
"40963",156
"40964",157
"40965",152
"40966",158
"40967",160
"40968",162
"40969",163
"40970",163
"40971",159
"40972",164
"40973",159
"40974",168
"40975",166
"40976",168
"40977",165
"40978",171
"40979",166
"40980",167
"40981",168
"40982",166
"40983",166
"40984",165
"40985",174
"40986",175
"40987",177
"40988",178
"40989",175
"40990",174
"40991",186
"40992",187
"40993",190
"40994",183
"40995",187
"40996",189
"40997",186
"40998",190
"40999",182
"41000",194
"41001",195
"41002",198
"41003",191
"41004",199
"41005",198
"41006",197
"41007",199
"41008",192
"41009",191
"41010",201
"41011",208
"41012",209
"41013",207
"41014",203
"41015",206
"41016",211
"41017",201
"41018",210
"41019",206
"41020",217
"41021",212
"41022",212
"41023",232
"41024",228
"41025",222
"41026",229
"41027",230
"41028",224
"41029",235
"41030",246
"41031",237
"41032",243
"41033",246
"41034",254
"41035",252
"41036",247
"41037",249
"41038",274
"41039",263
"41040",269
"41041",282
"41042",278
"41043",281
"41044",278
"41045",282
"41046",278
"41047",277
"41048",287
"41049",278
"41050",296
"41051",297
"41052",302
"41053",313
"41054",324
"41055",323
"41056",321
"41057",319
"41058",323
"41059",324
"41060",320
"41061",344
"41062",332
"41063",334
"41064",329
"41065",335
"41066",329
"41067",341
"41068",328
"41069",345
"41070",337
"41071",354
"41072",352
"41073",366
"41074",367
"41075",353
"41076",357
"41077",359
"41078",363
"41079",385
"41080",391
"41081",370
"41082",386
"41083",383
"41084",386
"41085",383
"41086",413
"41087",415
"41088",421
"41089",401
"41090",418
"41091",406
"41092",405
"41093",412
"41094",426
"41095",437
"41096",445
"41097",449
"41098",427
"41099",432
"41100",422
"41101",426
"41102",432
"41103",441
"41104",438
"41105",478
"41106",474
"41107",510
"41108",489
"41109",500
"41110",504
"41111",554
"41112",544
"41113",541
"41114",540
"41115",525
"41116",533
"41117",547
"41118",541
"41119",575
"41120",586
"41121",572
"41122",573
"41123",588
"41124",646
"41125",616
"41126",632
"41127",636
"41128",623
"41129",654
"41130",692
"41131",704
"41132",721
"41133",773
"41134",736
"41135",753
"41136",1
"41137",1
"41138",1
"41139",1
"41140",1
"41141",1
"41142",1
"41143",1
"41144",1
"41145",1
"41146",1
"41147",1
"41148",1
"41149",1
"41150",1
"41151",1
"41152",1
"41153",1
"41154",1
"41155",1
"41156",1
"41157",1
"41158",1
"41159",1
"41160",1
"41161",1
"41162",1
"41163",1
"41164",1
"41165",1
"41166",1
"41167",1
"41168",1
"41169",1
"41170",1
"41171",1
"41172",1
"41173",1
"41174",1
"41175",1
"41176",1
"41177",1
"41178",1
"41179",1
"41180",1
"41181",1
"41182",1
"41183",1
"41184",1
"41185",1
"41186",1
"41187",1
"41188",1
"41189",1
"41190",2
"41191",2
"41192",2
"41193",2
"41194",2
"41195",2
"41196",2
"41197",2
"41198",2
"41199",2
"41200",2
"41201",2
"41202",2
"41203",2
"41204",2
"41205",2
"41206",2
"41207",2
"41208",2
"41209",2
"41210",2
"41211",2
"41212",2
"41213",2
"41214",2
"41215",2
"41216",2
"41217",2
"41218",2
"41219",2
"41220",2
"41221",2
"41222",2
"41223",2
"41224",2
"41225",2
"41226",2
"41227",2
"41228",2
"41229",2
"41230",2
"41231",2
"41232",2
"41233",2
"41234",3
"41235",3
"41236",3
"41237",3
"41238",3
"41239",3
"41240",3
"41241",3
"41242",3
"41243",3
"41244",3
"41245",3
"41246",3
"41247",3
"41248",3
"41249",3
"41250",3
"41251",3
"41252",3
"41253",3
"41254",3
"41255",3
"41256",3
"41257",3
"41258",3
"41259",3
"41260",3
"41261",3
"41262",3
"41263",3
"41264",3
"41265",4
"41266",4
"41267",4
"41268",4
"41269",4
"41270",4
"41271",4
"41272",4
"41273",4
"41274",4
"41275",4
"41276",4
"41277",4
"41278",4
"41279",4
"41280",4
"41281",4
"41282",4
"41283",4
"41284",4
"41285",4
"41286",4
"41287",4
"41288",4
"41289",5
"41290",5
"41291",5
"41292",5
"41293",5
"41294",5
"41295",5
"41296",5
"41297",5
"41298",5
"41299",5
"41300",5
"41301",5
"41302",5
"41303",5
"41304",5
"41305",5
"41306",5
"41307",5
"41308",5
"41309",6
"41310",6
"41311",6
"41312",6
"41313",6
"41314",6
"41315",6
"41316",6
"41317",6
"41318",6
"41319",6
"41320",6
"41321",6
"41322",6
"41323",7
"41324",7
"41325",7
"41326",7
"41327",7
"41328",7
"41329",7
"41330",7
"41331",8
"41332",8
"41333",8
"41334",8
"41335",8
"41336",8
"41337",8
"41338",8
"41339",8
"41340",8
"41341",8
"41342",8
"41343",9
"41344",9
"41345",9
"41346",9
"41347",9
"41348",9
"41349",9
"41350",9
"41351",9
"41352",9
"41353",9
"41354",9
"41355",9
"41356",9
"41357",9
"41358",9
"41359",9
"41360",9
"41361",9
"41362",10
"41363",10
"41364",10
"41365",10
"41366",10
"41367",10
"41368",10
"41369",10
"41370",10
"41371",11
"41372",11
"41373",11
"41374",11
"41375",11
"41376",11
"41377",11
"41378",11
"41379",11
"41380",12
"41381",12
"41382",12
"41383",12
"41384",12
"41385",12
"41386",12
"41387",12
"41388",12
"41389",12
"41390",12
"41391",12
"41392",12
"41393",13
"41394",13
"41395",13
"41396",13
"41397",13
"41398",13
"41399",13
"41400",13
"41401",13
"41402",13
"41403",14
"41404",14
"41405",14
"41406",14
"41407",14
"41408",14
"41409",14
"41410",14
"41411",14
"41412",14
"41413",14
"41414",14
"41415",14
"41416",15
"41417",15
"41418",15
"41419",15
"41420",15
"41421",15
"41422",15
"41423",15
"41424",15
"41425",15
"41426",15
"41427",15
"41428",15
"41429",15
"41430",16
"41431",16
"41432",16
"41433",16
"41434",16
"41435",16
"41436",16
"41437",17
"41438",17
"41439",17
"41440",17
"41441",17
"41442",17
"41443",17
"41444",18
"41445",18
"41446",18
"41447",18
"41448",18
"41449",18
"41450",19
"41451",19
"41452",20
"41453",20
"41454",20
"41455",20
"41456",20
"41457",20
"41458",21
"41459",21
"41460",21
"41461",21
"41462",21
"41463",22
"41464",22
"41465",22
"41466",22
"41467",22
"41468",22
"41469",22
"41470",23
"41471",23
"41472",24
"41473",24
"41474",24
"41475",24
"41476",24
"41477",24
"41478",24
"41479",24
"41480",25
"41481",25
"41482",26
"41483",26
"41484",26
"41485",26
"41486",27
"41487",27
"41488",27
"41489",27
"41490",27
"41491",27
"41492",27
"41493",28
"41494",28
"41495",28
"41496",28
"41497",28
"41498",29
"41499",29
"41500",29
"41501",29
"41502",29
"41503",31
"41504",31
"41505",30
"41506",30
"41507",30
"41508",30
"41509",32
"41510",33
"41511",33
"41512",34
"41513",34
"41514",34
"41515",34
"41516",34
"41517",35
"41518",36
"41519",36
"41520",36
"41521",35
"41522",37
"41523",37
"41524",37
"41525",37
"41526",37
"41527",37
"41528",37
"41529",38
"41530",39
"41531",38
"41532",39
"41533",38
"41534",40
"41535",40
"41536",40
"41537",42
"41538",42
"41539",41
"41540",42
"41541",41
"41542",41
"41543",43
"41544",44
"41545",44
"41546",44
"41547",43
"41548",43
"41549",44
"41550",45
"41551",45
"41552",46
"41553",46
"41554",47
"41555",46
"41556",47
"41557",47
"41558",48
"41559",48
"41560",48
"41561",48
"41562",51
"41563",50
"41564",51
"41565",50
"41566",50
"41567",51
"41568",51
"41569",52
"41570",53
"41571",53
"41572",52
"41573",52
"41574",52
"41575",52
"41576",53
"41577",53
"41578",53
"41579",52
"41580",54
"41581",55
"41582",54
"41583",55
"41584",55
"41585",58
"41586",57
"41587",57
"41588",56
"41589",56
"41590",56
"41591",56
"41592",59
"41593",59
"41594",59
"41595",60
"41596",61
"41597",62
"41598",62
"41599",63
"41600",62
"41601",61
"41602",61
"41603",65
"41604",64
"41605",65
"41606",64
"41607",68
"41608",67
"41609",70
"41610",71
"41611",70
"41612",71
"41613",70
"41614",71
"41615",71
"41616",71
"41617",72
"41618",74
"41619",72
"41620",76
"41621",75
"41622",76
"41623",76
"41624",79
"41625",78
"41626",78
"41627",80
"41628",80
"41629",80
"41630",78
"41631",78
"41632",80
"41633",80
"41634",78
"41635",84
"41636",83
"41637",84
"41638",87
"41639",86
"41640",85
"41641",87
"41642",87
"41643",88
"41644",90
"41645",88
"41646",91
"41647",91
"41648",88
"41649",91
"41650",89
"41651",88
"41652",90
"41653",92
"41654",94
"41655",94
"41656",95
"41657",95
"41658",97
"41659",98
"41660",101
"41661",104
"41662",102
"41663",107
"41664",105
"41665",106
"41666",109
"41667",109
"41668",108
"41669",108
"41670",110
"41671",112
"41672",112
"41673",111
"41674",113
"41675",110
"41676",111
"41677",115
"41678",114
"41679",119
"41680",114
"41681",116
"41682",124
"41683",120
"41684",123
"41685",120
"41686",120
"41687",124
"41688",122
"41689",128
"41690",126
"41691",130
"41692",128
"41693",126
"41694",130
"41695",129
"41696",136
"41697",133
"41698",133
"41699",134
"41700",131
"41701",134
"41702",142
"41703",139
"41704",143
"41705",140
"41706",140
"41707",143
"41708",139
"41709",142
"41710",141
"41711",148
"41712",148
"41713",150
"41714",146
"41715",148
"41716",149
"41717",151
"41718",155
"41719",153
"41720",154
"41721",161
"41722",162
"41723",161
"41724",161
"41725",160
"41726",162
"41727",172
"41728",169
"41729",167
"41730",167
"41731",176
"41732",178
"41733",179
"41734",179
"41735",177
"41736",176
"41737",188
"41738",189
"41739",190
"41740",184
"41741",185
"41742",190
"41743",194
"41744",196
"41745",193
"41746",194
"41747",197
"41748",195
"41749",194
"41750",204
"41751",209
"41752",201
"41753",203
"41754",202
"41755",209
"41756",209
"41757",215
"41758",217
"41759",229
"41760",222
"41761",227
"41762",231
"41763",230
"41764",230
"41765",222
"41766",236
"41767",245
"41768",242
"41769",236
"41770",242
"41771",250
"41772",254
"41773",259
"41774",255
"41775",272
"41776",273
"41777",262
"41778",277
"41779",292
"41780",282
"41781",293
"41782",294
"41783",306
"41784",302
"41785",326
"41786",312
"41787",318
"41788",343
"41789",329
"41790",368
"41791",350
"41792",349
"41793",369
"41794",375
"41795",384
"41796",372
"41797",373
"41798",378
"41799",373
"41800",376
"41801",400
"41802",398
"41803",404
"41804",403
"41805",438
"41806",435
"41807",448
"41808",422
"41809",454
"41810",473
"41811",471
"41812",463
"41813",490
"41814",484
"41815",513
"41816",519
"41817",486
"41818",489
"41819",539
"41820",531
"41821",557
"41822",540
"41823",548
"41824",520
"41825",608
"41826",646
"41827",661
"41828",635
"41829",666
"41830",697
"41831",664
"41832",726
"41833",698
"41834",699
"41835",684
"41836",771
"41837",1
"41838",1
"41839",1
"41840",1
"41841",1
"41842",1
"41843",1
"41844",1
"41845",1
"41846",1
"41847",1
"41848",1
"41849",1
"41850",1
"41851",1
"41852",1
"41853",1
"41854",1
"41855",1
"41856",1
"41857",1
"41858",1
"41859",1
"41860",1
"41861",1
"41862",1
"41863",1
"41864",1
"41865",1
"41866",1
"41867",1
"41868",1
"41869",1
"41870",1
"41871",1
"41872",1
"41873",1
"41874",1
"41875",1
"41876",1
"41877",1
"41878",1
"41879",1
"41880",1
"41881",1
"41882",1
"41883",1
"41884",1
"41885",1
"41886",1
"41887",1
"41888",1
"41889",1
"41890",1
"41891",1
"41892",1
"41893",1
"41894",1
"41895",1
"41896",1
"41897",1
"41898",1
"41899",1
"41900",1
"41901",1
"41902",2
"41903",2
"41904",2
"41905",2
"41906",2
"41907",2
"41908",2
"41909",2
"41910",2
"41911",2
"41912",2
"41913",2
"41914",2
"41915",2
"41916",2
"41917",2
"41918",2
"41919",2
"41920",2
"41921",2
"41922",2
"41923",2
"41924",2
"41925",2
"41926",2
"41927",2
"41928",2
"41929",2
"41930",2
"41931",2
"41932",2
"41933",2
"41934",2
"41935",2
"41936",2
"41937",2
"41938",2
"41939",2
"41940",2
"41941",2
"41942",2
"41943",3
"41944",3
"41945",3
"41946",3
"41947",3
"41948",3
"41949",3
"41950",3
"41951",3
"41952",3
"41953",3
"41954",3
"41955",3
"41956",3
"41957",3
"41958",3
"41959",3
"41960",3
"41961",3
"41962",3
"41963",3
"41964",3
"41965",3
"41966",3
"41967",3
"41968",3
"41969",3
"41970",3
"41971",3
"41972",3
"41973",3
"41974",3
"41975",3
"41976",3
"41977",3
"41978",3
"41979",3
"41980",3
"41981",3
"41982",4
"41983",4
"41984",4
"41985",4
"41986",4
"41987",4
"41988",4
"41989",4
"41990",4
"41991",4
"41992",4
"41993",4
"41994",4
"41995",4
"41996",4
"41997",4
"41998",4
"41999",4
"42000",4
"42001",4
"42002",4
"42003",4
"42004",4
"42005",4
"42006",4
"42007",4
"42008",4
"42009",4
"42010",4
"42011",4
"42012",4
"42013",4
"42014",4
"42015",4
"42016",4
"42017",4
"42018",5
"42019",5
"42020",5
"42021",5
"42022",5
"42023",5
"42024",5
"42025",5
"42026",5
"42027",5
"42028",5
"42029",5
"42030",5
"42031",5
"42032",5
"42033",5
"42034",5
"42035",5
"42036",5
"42037",6
"42038",6
"42039",6
"42040",6
"42041",6
"42042",6
"42043",6
"42044",6
"42045",6
"42046",6
"42047",6
"42048",6
"42049",6
"42050",6
"42051",6
"42052",6
"42053",6
"42054",6
"42055",6
"42056",7
"42057",7
"42058",7
"42059",7
"42060",7
"42061",7
"42062",7
"42063",7
"42064",7
"42065",7
"42066",7
"42067",7
"42068",7
"42069",7
"42070",7
"42071",7
"42072",7
"42073",7
"42074",8
"42075",8
"42076",8
"42077",8
"42078",8
"42079",8
"42080",8
"42081",8
"42082",8
"42083",8
"42084",8
"42085",8
"42086",8
"42087",8
"42088",9
"42089",9
"42090",9
"42091",9
"42092",9
"42093",9
"42094",9
"42095",9
"42096",9
"42097",9
"42098",9
"42099",9
"42100",9
"42101",9
"42102",9
"42103",9
"42104",9
"42105",10
"42106",10
"42107",10
"42108",10
"42109",10
"42110",10
"42111",10
"42112",10
"42113",10
"42114",10
"42115",10
"42116",11
"42117",11
"42118",11
"42119",11
"42120",11
"42121",11
"42122",11
"42123",11
"42124",11
"42125",11
"42126",12
"42127",12
"42128",12
"42129",12
"42130",12
"42131",12
"42132",12
"42133",12
"42134",12
"42135",12
"42136",12
"42137",12
"42138",12
"42139",12
"42140",12
"42141",12
"42142",12
"42143",12
"42144",12
"42145",13
"42146",13
"42147",13
"42148",13
"42149",13
"42150",13
"42151",13
"42152",13
"42153",14
"42154",14
"42155",14
"42156",14
"42157",15
"42158",15
"42159",15
"42160",15
"42161",15
"42162",15
"42163",15
"42164",16
"42165",16
"42166",16
"42167",16
"42168",16
"42169",16
"42170",16
"42171",16
"42172",16
"42173",17
"42174",17
"42175",17
"42176",17
"42177",17
"42178",17
"42179",17
"42180",18
"42181",18
"42182",18
"42183",18
"42184",19
"42185",19
"42186",19
"42187",20
"42188",20
"42189",20
"42190",20
"42191",20
"42192",20
"42193",20
"42194",21
"42195",21
"42196",21
"42197",21
"42198",21
"42199",21
"42200",22
"42201",22
"42202",22
"42203",22
"42204",22
"42205",22
"42206",22
"42207",23
"42208",23
"42209",23
"42210",23
"42211",23
"42212",23
"42213",23
"42214",23
"42215",24
"42216",24
"42217",24
"42218",24
"42219",24
"42220",24
"42221",24
"42222",24
"42223",24
"42224",24
"42225",25
"42226",25
"42227",25
"42228",25
"42229",25
"42230",26
"42231",26
"42232",26
"42233",26
"42234",26
"42235",26
"42236",27
"42237",27
"42238",27
"42239",27
"42240",27
"42241",27
"42242",27
"42243",27
"42244",28
"42245",28
"42246",28
"42247",28
"42248",28
"42249",28
"42250",29
"42251",29
"42252",29
"42253",29
"42254",29
"42255",31
"42256",31
"42257",31
"42258",32
"42259",32
"42260",32
"42261",32
"42262",32
"42263",32
"42264",32
"42265",32
"42266",32
"42267",33
"42268",33
"42269",33
"42270",33
"42271",33
"42272",33
"42273",33
"42274",33
"42275",33
"42276",33
"42277",34
"42278",34
"42279",34
"42280",34
"42281",35
"42282",36
"42283",35
"42284",36
"42285",36
"42286",36
"42287",37
"42288",37
"42289",37
"42290",37
"42291",37
"42292",37
"42293",38
"42294",39
"42295",39
"42296",39
"42297",38
"42298",38
"42299",38
"42300",38
"42301",38
"42302",40
"42303",40
"42304",40
"42305",40
"42306",40
"42307",40
"42308",40
"42309",42
"42310",41
"42311",41
"42312",42
"42313",41
"42314",43
"42315",44
"42316",44
"42317",44
"42318",43
"42319",44
"42320",45
"42321",45
"42322",45
"42323",45
"42324",45
"42325",45
"42326",45
"42327",46
"42328",47
"42329",46
"42330",46
"42331",46
"42332",46
"42333",47
"42334",47
"42335",49
"42336",49
"42337",48
"42338",49
"42339",49
"42340",48
"42341",48
"42342",48
"42343",48
"42344",49
"42345",48
"42346",51
"42347",51
"42348",50
"42349",50
"42350",51
"42351",50
"42352",50
"42353",52
"42354",52
"42355",52
"42356",52
"42357",53
"42358",53
"42359",52
"42360",53
"42361",54
"42362",55
"42363",54
"42364",55
"42365",57
"42366",58
"42367",57
"42368",57
"42369",58
"42370",58
"42371",57
"42372",58
"42373",58
"42374",60
"42375",60
"42376",60
"42377",60
"42378",61
"42379",62
"42380",61
"42381",65
"42382",65
"42383",65
"42384",65
"42385",64
"42386",67
"42387",66
"42388",68
"42389",66
"42390",67
"42391",67
"42392",66
"42393",67
"42394",67
"42395",71
"42396",70
"42397",71
"42398",69
"42399",70
"42400",71
"42401",70
"42402",71
"42403",71
"42404",74
"42405",74
"42406",73
"42407",73
"42408",73
"42409",74
"42410",73
"42411",72
"42412",73
"42413",72
"42414",74
"42415",77
"42416",75
"42417",76
"42418",76
"42419",77
"42420",78
"42421",78
"42422",78
"42423",78
"42424",79
"42425",78
"42426",83
"42427",83
"42428",84
"42429",84
"42430",82
"42431",81
"42432",81
"42433",83
"42434",84
"42435",81
"42436",84
"42437",82
"42438",84
"42439",81
"42440",81
"42441",81
"42442",83
"42443",84
"42444",84
"42445",85
"42446",86
"42447",86
"42448",85
"42449",85
"42450",87
"42451",91
"42452",90
"42453",90
"42454",89
"42455",88
"42456",90
"42457",93
"42458",94
"42459",92
"42460",97
"42461",98
"42462",97
"42463",96
"42464",97
"42465",96
"42466",96
"42467",100
"42468",103
"42469",103
"42470",107
"42471",107
"42472",107
"42473",109
"42474",109
"42475",105
"42476",106
"42477",106
"42478",113
"42479",110
"42480",110
"42481",111
"42482",111
"42483",112
"42484",111
"42485",119
"42486",116
"42487",115
"42488",116
"42489",117
"42490",117
"42491",118
"42492",114
"42493",117
"42494",114
"42495",116
"42496",123
"42497",124
"42498",120
"42499",123
"42500",120
"42501",121
"42502",120
"42503",126
"42504",126
"42505",128
"42506",127
"42507",130
"42508",129
"42509",129
"42510",129
"42511",126
"42512",127
"42513",136
"42514",134
"42515",134
"42516",131
"42517",131
"42518",140
"42519",139
"42520",142
"42521",137
"42522",150
"42523",149
"42524",150
"42525",149
"42526",148
"42527",147
"42528",147
"42529",144
"42530",153
"42531",153
"42532",151
"42533",152
"42534",156
"42535",157
"42536",152
"42537",151
"42538",151
"42539",158
"42540",163
"42541",164
"42542",168
"42543",168
"42544",170
"42545",171
"42546",171
"42547",171
"42548",170
"42549",166
"42550",178
"42551",180
"42552",177
"42553",181
"42554",177
"42555",185
"42556",183
"42557",184
"42558",182
"42559",184
"42560",186
"42561",200
"42562",198
"42563",200
"42564",197
"42565",197
"42566",199
"42567",198
"42568",209
"42569",201
"42570",208
"42571",204
"42572",209
"42573",211
"42574",210
"42575",202
"42576",219
"42577",212
"42578",212
"42579",217
"42580",216
"42581",217
"42582",214
"42583",223
"42584",229
"42585",230
"42586",224
"42587",229
"42588",223
"42589",230
"42590",232
"42591",222
"42592",227
"42593",225
"42594",227
"42595",239
"42596",239
"42597",246
"42598",246
"42599",243
"42600",234
"42601",237
"42602",234
"42603",245
"42604",237
"42605",253
"42606",250
"42607",257
"42608",259
"42609",259
"42610",248
"42611",272
"42612",265
"42613",266
"42614",269
"42615",265
"42616",274
"42617",269
"42618",263
"42619",263
"42620",277
"42621",277
"42622",291
"42623",285
"42624",287
"42625",285
"42626",297
"42627",303
"42628",296
"42629",301
"42630",304
"42631",308
"42632",303
"42633",308
"42634",325
"42635",326
"42636",327
"42637",310
"42638",334
"42639",336
"42640",345
"42641",335
"42642",334
"42643",336
"42644",346
"42645",343
"42646",365
"42647",367
"42648",352
"42649",387
"42650",381
"42651",386
"42652",393
"42653",405
"42654",412
"42655",417
"42656",425
"42657",449
"42658",442
"42659",433
"42660",451
"42661",467
"42662",476
"42663",476
"42664",469
"42665",457
"42666",503
"42667",488
"42668",515
"42669",502
"42670",488
"42671",486
"42672",495
"42673",490
"42674",489
"42675",489
